total_cup_points,species,owner,country_of_origin,farm_name,mill,company,bag_weight_raw,bag_weight_unit,number_of_bags,region,producer,processing_method2,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
85.75,Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,seid damtew coffee export and plantation,seid damtew coffee planation,19200,kg,320,addis ababa,seid damtew coffee export and plantation,Natural / Dry,METAD Agricultural Development plc,2017,"June 23rd, 2017",SEID DAMTEW COFFEE PLANATAION,Caturra,Dry,7.83,8,7.83,8.17,7.92,8,10,10,10,8,0.09,0,4,None,7,"June 23rd, 2018",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,NA,NA,NA
85.75,Arabica,dane loraas,Peru,NA,NA,sustainable harvest,5,lbs,280,cajamarca,NA,Washed / Wet,Specialty Coffee Association,2013,"January 22nd, 2014",Dane Loraas,NA,Wet,8,8,8,8.08,7.92,7.75,10,10,10,8,0.1,4,0,Green,6,"January 22nd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
85.75,Arabica,"colbran coffeelands, ltd.",Papua New Guinea,tairora cherry – bonta,baroida,cqi,60,kg,7,eastern highlands province,"Colbran CoffeeLands, Ltd.",Washed / Wet,Specialty Coffee Association,2012,"October 25th, 2012","Colbran Coffeelands, Ltd.",NA,Wet,8.33,8.42,7.83,8.33,8,8.25,9.33,9.33,10,7.92,0.12,0,0,Bluish-Green,1,"October 25th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1700,1700,1700
85.58,Arabica,atlantic specialty coffee,El Salvador,el majahual,j. hill y cia,atlantic specialty coffee,2,kg,275,apaneca,Aida Batlle,Washed / Wet,Specialty Coffee Association,2013,"March 18th, 2013",Atlantic Specialty Coffee,Bourbon,Wet,7.92,8.17,8,7.92,7.75,7.83,10,10,10,8,0.1,0,0,Blue-Green,3,"March 18th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1500,1500,1500
85.58,Arabica,lusso lab,El Salvador,finca la esmeralda,"aqua caliente, j.j. borja nathan. s.a",lusso coffee lab,1,kg,19,"ataco, apaneca - ilamatepec mountain range",Oscar Roberto Murgas Linares,Semi-washed / Semi-pulped,Specialty Coffee Association,2012,"January 12th, 2013",LUSSO LAB,Bourbon,Semi-washed,7.83,8,8,7.75,7.92,8.17,10,10,10,7.92,0.11,0,0,None,0,"January 12th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300,1400,1350
85.58,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,8,kona,NA,Natural / Dry,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Dry,7.83,8,7.92,7.75,8.08,8,10,10,10,8,0,0,0,NA,1,"April 6th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
85.5,Arabica,essencecoffee,Panama,elida estate,elida estate,essence coffee,60,kg,100,boquete,Lamastus,Natural / Dry,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Caturra,Dry,8,7.75,7.83,7.83,7.67,8.58,10,10,10,7.83,0.09,2,0,NA,2,"May 22nd, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1680,1680,1680
85.5,Arabica,essencecoffee,Kenya,inoi,inoi,essence coffee,60,kg,16,kirinyaga,NA,Natural / Dry,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,SL28,Dry,7.92,7.92,7.83,8.08,7.83,7.92,10,10,10,8,0.1,0,0,Green,3,"May 22nd, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1900,1900,1900
85.5,Arabica,assefa belay coffee producer,Ethiopia,NA,NA,assefa belay coffee producer,60,kg,320,oromia,Assefa Belay Coffee Producer,Natural / Dry,METAD Agricultural Development plc,2015,"March 31st, 2015",Assefa Belay Coffee Producer,Other,Dry,7.83,8,7.83,7.92,7.83,8.08,10,10,10,8,0.12,0,0,Green,7,"March 30th, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1800,2000,1900
85.5,Arabica,kyagalanyi ltd,Uganda,buginyanya,kyagalanyi coffee ltd,kyagalanyi coffee ltd,60,kg,320,bulambuli eastern region,Kyagalanyi coffee Ltd,Washed / Wet,Uganda Coffee Development Authority,2013,"June 26th, 2014",Kyagalanyi Ltd,SL14,Wet,8.33,7.92,7.67,7.92,7.67,7.92,10,10,10,8.08,0.12,0,0,Green,1,"June 26th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1600,1600,1600
85.5,Arabica,juan luis alvarado romero,Guatemala,asoperc,beneficio exportacafe agua santa,exportcafe,69,kg,250,huehuetenango,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),Washed / Wet,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,8,7.83,7.67,8.33,7.83,8,10,10,10,7.83,0.11,0,0,Green,1,"February 26th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1706.88,1755.648,1731.264
85.42,Arabica,assefa belay coffee producer,Ethiopia,NA,NA,assefa belay coffee producer,60,kg,320,oromia,Assefa Belay Coffee Producer,Washed / Wet,METAD Agricultural Development plc,2015,"March 31st, 2015",Assefa Belay Coffee Producer,NA,Wet,7.75,7.83,7.83,8.17,7.92,7.83,10,10,10,8.08,0.1,0,0,Green,18,"March 30th, 2016",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,1800,2000,1900
85.42,Arabica,great lakes coffee uganda,Uganda,chesiyo farmer group,great lakes coffee,great lakes coffee,60,kg,150,kapchorwa,Chesiyo Farmer group,Washed / Wet,Uganda Coffee Development Authority,2013,"June 26th, 2014",Great Lakes Coffee Uganda,SL14,Wet,8.08,8,7.83,7.67,8,7.83,10,10,10,8,0.12,0,0,Green,5,"June 26th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1950,1950,1950
85.42,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,8,kona,NA,Natural / Dry,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Dry,7.92,7.92,7.75,7.92,7.75,7.92,10,10,10,8.25,0,4,0,NA,6,"April 6th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
85.42,Arabica,nucoffee,Brazil,fazenda serra de três barras,NA,nucoffee,60,kg,5,south of minas,José Vagner Ribeiro Junqueira,Semi-washed / Semi-pulped,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Bourbon,Semi-washed,8,8,8,7.67,7.75,8,10,10,10,8,0.11,0,0,Blue-Green,1,"December 2nd, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1250,1250,1250
85.33,Arabica,yunnan coffee exchange,China,pu'er city longke coffee co.ltd,pu'er city longke coffee co.ltd,yunnan coffee exchange,60,kg,3,yunnan,Pu'er City Longke Coffee Co.Ltd,Natural / Dry,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Dry,8,8,8,7.83,7.83,7.75,10,10,10,7.92,0.1,0,0,Green,0,"April 6th, 2017",Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1700,1700,1700
85.33,Arabica,essencecoffee,Guatemala,el injerto s.a.,el injerto s.a.,essence coffee,30,kg,36,huehuetenango,Arturo Aguirre,Natural / Dry,Blossom Valley International,2014,"May 23rd, 2015",EssenceCoffee,Pacamara,Dry,7.83,7.75,7.83,7.67,7.83,8.58,10,10,10,7.83,0.11,0,0,Green,1,"May 22nd, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1770,1770,1770
85.33,Arabica,the coffee source inc.,Costa Rica,several,cafe altura de san ramon,the coffee source inc.,3,lbs,250,west valley,Cafe Altura de San Ramon,Washed / Wet,Specialty Coffee Association,2014,"May 1st, 2014",The Coffee Source Inc.,Caturra,Wet,7.92,8.08,8,7.92,8,8.08,10,10,9.33,8,0,0,0,Bluish-Green,0,"May 1st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300,1300,1300
85.33,Arabica,the coffee source inc.,Costa Rica,several,cafe altura de san ramon,the coffee source inc.,3,lbs,250,san ramon,SEVERAL,Washed / Wet,Specialty Coffee Association,2014,"May 1st, 2014",The Coffee Source Inc.,Caturra,Wet,8,7.58,7.58,7.67,8.08,8.5,10,10,10,7.92,0.1,0,0,Bluish-Green,2,"May 1st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300,1300,1300
85.33,Arabica,rashid moledina & co. (msa) ltd.,Kenya,NA,NA,rashid moledina & co. (msa) ltd,60,kg,20,central kenya,Kianjogu - Rutuma F.C.S. Ltd.,Washed / Wet,Kenya Coffee Traders Association,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Wet,7.83,8.08,7.75,8.08,7.92,7.75,10,10,10,7.92,0,0,0,Green,2,"April 19th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1600,1600,1600
85.33,Arabica,ibero kenya limited,Kenya,NA,nkg/ck/hc/ss/kccm,ibero kenya limited,60,kg,300,central kenya,Blend from various Producers,Washed / Wet,Kenya Coffee Traders Association,2012,"March 12th, 2013",Ibero Kenya Limited,SL34,Wet,8,7.92,7.92,8.08,7.83,7.75,10,10,10,7.83,0,0,0,Green,6,"March 12th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1200,1200,1200
85.25,Arabica,exportadora de cafe condor s.a,Colombia,various,trilladora agricola,exportadora de cafe condor s.a,70,kg,275,santander,varios,Washed / Wet,Almacafé,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Wet,8.17,7.92,7.83,8,7.58,7.83,10,10,10,7.92,0.11,0,0,Green,0,"April 7th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550,1550,1550
85.25,Arabica,compañia colombiana agroindustrial s.a,Colombia,NA,trilladora boananza,ecom cca sa,70,kg,250,santander,NA,Natural / Dry,Almacafé,2014,"January 17th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Dry,7.58,8.08,7.92,7.83,8,7.92,10,10,10,7.92,0.12,0,0,Green,2,"January 17th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1550,1550,1550
85.17,Arabica,"nomura trading co., ltd.",Indonesia,NA,NA,"nomura trading co., ltd.",60,kg,54,lintong,NA,Semi-washed / Semi-pulped,Specialty Coffee Association,2012,"November 26th, 2012","Nomura Trading Co., Ltd.",Sumatra Lintong,Semi-washed,7.75,7.83,7.67,8,8.08,7.83,10,10,10,8,0.11,0,0,Green,3,"November 26th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1250,1400,1325
85.17,Arabica,the coffee source inc.,Guatemala,coop. hoja blanca - fedecocagua,coop. hoja blanca - fedecocagua,the coffee source inc.,1,kg,250,huehuetenango,Coop. Hoja Blanca - Fedecocagua,Washed / Wet,Specialty Coffee Association,2012,"January 18th, 2012",The Coffee Source Inc.,Caturra,Wet,8.25,8,7.67,7.92,7.75,7.67,10,10,10,7.92,0,0,0,NA,7,"January 17th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400,1400,1400
85.08,Arabica,seid damtew coffee planataion,Ethiopia,seid damtew coffee planation,at site and addis ababa,seid damtew coffee planation,19200,kg,320,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",SEID DAMTEW COFFEE PLANATION,Natural / Dry,METAD Agricultural Development plc,2016,"August 9th, 2016",SEID DAMTEW COFFEE PLANATAION,Other,Dry,7.75,8,7.58,8,8,7.92,10,10,10,7.83,0.11,0,1,Green,8,"August 9th, 2017",METAD Agricultural Development plc,309fcf77415a3661ae83e027f7e5f05dad786e44,19fef5a731de2db57d16da10287413f5f99bc2dd,m,NA,NA,NA
85.08,Arabica,carcafe ltda ci,Colombia,NA,pasto,carcafe ltda,70,kg,250,pasto,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,Natural / Dry,Almacafé,2015,"August 18th, 2015",CARCAFE LTDA CI,Caturra,Dry,8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,0,0,0,NA,0,"August 17th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,2560,2560,2560
85.08,Arabica,steven kil,Ethiopia,aricha coop,aricha coop,the specialty coffee appraisers institute of asia,60,kg,100,aricha,BNT,Natural / Dry,Specialty Coffee Association,2014,"October 7th, 2014",Steven Kil,NA,Dry,8.42,8,7.42,8,7.92,7.92,9.33,10,10,8.08,0.1,2,0,Green,7,"October 7th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1700,1700,1700
85.08,Arabica,eileen koyanagi,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,12,kona,NA,Natural / Dry,Specialty Coffee Association,2014,"March 10th, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.58,7.83,7.83,7.92,7.83,8.17,10,10,10,7.92,0.11,2,0,Bluish-Green,2,"March 10th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
85.08,Arabica,carcafe ltda ci,Colombia,NA,NA,carcafe ltda,70,kg,250,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,Natural / Dry,Almacafé,2012,"March 16th, 2012",CARCAFE LTDA CI,Caturra,Dry,7.83,8,7.75,7.75,7.83,7.83,10,10,10,8.08,0.11,0,0,Green,8,"March 16th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,2136,2136,2136
85,Arabica,kyagalanyi coffee ltd,Uganda,mount elgon area,kyagalanyi coffee ltd,kyagalanyi coffee ltd,60,kg,200,eastern uganda,Kyagalanyi Coffee Ltd,Washed / Wet,Uganda Coffee Development Authority,2016,"July 24th, 2017",Kyagalanyi Coffee Ltd,SL14,Wet,8.17,7.92,7.75,7.75,7.67,7.75,10,10,10,8,0.11,0,0,Green,1,"July 24th, 2018",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1800,1800,1800
85,Arabica,racafe & cia s.c.a,Colombia,NA,bachue,racafe & cia s.c.a,70,kg,135,huila,La Plata,Washed / Wet,Almacafé,2016,"February 15th, 2017",Racafe & Cia S.C.A,Caturra,Wet,8,7.92,7.75,7.92,7.75,7.83,10,10,10,7.83,0,0,0,Green,3,"February 15th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
85,Arabica,troy quimby,Costa Rica,estate la patricia,micro beneficio la cabaña-javier meza,bold coast coffee,46,kg,36,tarrazu,Manuel Montero,Washed / Wet,Specialty Coffee Association,2016,"January 30th, 2017",Troy Quimby,Catuai,Wet,7.83,8,7.58,7.92,7.92,7.83,10,10,10,7.92,0.12,1,1,Green,1,"January 30th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1900,1900,1900
85,Arabica,"el equimite, cafetal biodinámico",Mexico,various,"cafetal el equimite, rancho agroecológico","cafetal el equimite, rancho agroecológico, s.p.r. de r.l.",30,kg,1,veracruz,Varios productores minifundistas,Washed / Wet,Centro Agroecológico del Café A.C.,2015,"September 21st, 2016","El Equimite, Cafetal Biodinámico",Typica,Wet,7.83,8,7.83,7.75,7.67,7.83,10,10,10,8.08,0.09,0,0,Green,3,"September 21st, 2017",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1300,1300,1300
85,Arabica,simon mahinda,Kenya,NA,ckcm,c dorman ltd,60,kg,170,NA,NA,Washed / Wet,Kenya Coffee Traders Association,2015,"May 7th, 2016",SIMON MAHINDA,NA,Wet,8.17,7.83,7.92,7.75,7.67,7.83,10,10,10,7.83,0.11,0,5,Green,7,"May 7th, 2017",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1,1,1
85,Arabica,rashid moledina & co. (msa) ltd.,Kenya,machure estate,NA,rashid moledina & co. (msa) ltd,60,kg,38,central kenya,NA,Washed / Wet,Kenya Coffee Traders Association,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Wet,7.75,7.83,7.75,8.08,8,7.75,10,10,10,7.83,0,0,0,Green,5,"April 19th, 2014",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1580,1580,1580
85,Arabica,nucoffee,Brazil,sitío são geraldo,NA,nucoffee,60,kg,31,grama valley,Idalina M. De Andrade Ferreira,Natural / Dry,NUCOFFEE,2012,"February 29th, 2012",NUCOFFEE,Mundo Novo,Dry,8,8,7.83,7.83,7.67,7.67,10,10,10,8,0.12,0,0,Green,3,"February 28th, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1100,1100,1100
84.92,Arabica,racafe & cia s.c.a,Colombia,NA,bachue,racafe & cia s.c.a,70,kg,243,huila,La Plata,Washed / Wet,Almacafé,2016,"November 25th, 2016",Racafe & Cia S.C.A,Caturra,Wet,7.92,7.92,7.67,7.83,7.92,7.83,10,10,10,7.83,0,1,6,NA,2,"November 25th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,NA,NA,NA
84.92,Arabica,racafe & cia s.c.a,Colombia,NA,NA,racafe & cia s.c.a,70,kg,252,huila,La Plata,Washed / Wet,Almacafé,2015,"October 26th, 2015",Racafe & Cia S.C.A,Caturra,Wet,7.92,7.83,7.75,7.83,7.75,8,10,10,10,7.83,0.12,0,0,Green,1,"October 25th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
84.92,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baishengcun coffee 百勝村咖啡莊園,baishengcun coffee 百勝村咖啡莊園,taiwan coffee laboratory,40,kg,20,natou county,SU CHUEN SHIAN 蘇春賢,Semi-washed / Semi-pulped,Specialty Coffee Association,2015,"June 9th, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Semi-washed,7.67,7.83,8,7.58,8,7.92,10,10,10,7.92,0.11,0,0,Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
84.92,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",hasambo amcos,taylor winch (t) ltd,taylor winch (t) ltd,60,kg,134,mbeya,Hasambo AMCOS,Washed / Wet,Africa Fine Coffee Association,2014,"December 12th, 2014",Taylor Winch (T) Ltd,Other,Wet,8,7.83,7.83,7.92,7.75,7.75,10,10,10,7.83,0.12,0,0,Green,2,"December 12th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1620,1620,1620
84.92,Arabica,racafe & cia s.c.a,Colombia,NA,NA,racafe & cia s.c.a,70,kg,50,huila,LA PLATA,Washed / Wet,Almacafé,2012,"December 11th, 2012",Racafe & Cia S.C.A,Caturra,Wet,7.75,7.92,7.83,7.75,7.75,8,10,10,10,7.92,0.11,0,0,Green,3,"December 11th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600,1950,1775
84.92,Arabica,artemio zapata tejeda,Mexico,el suspiro,pacho viejo,NA,1,kg,25,coatepec,ARTEMIO ZAPATA TEJEDA,Semi-washed / Semi-pulped,AMECAFE,2012,"July 11th, 2012",ARTEMIO ZAPATA TEJEDA,Typica,Semi-washed,7.75,8,7.75,7.83,7.5,7.92,10,10,10,8.17,0.11,0,0,NA,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200,1200,1200
84.92,Arabica,nucoffee,Brazil,fazenda grota funda,NA,nucoffee,60,kg,4,south of minas,Glaucio Carneiro Pinto,Natural / Dry,NUCOFFEE,2011,"December 23rd, 2011",NUCOFFEE,Bourbon,Dry,8,7.92,7.75,7.75,8,7.75,10,10,10,7.75,0.11,0,0,Green,2,"December 22nd, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1200,1200,1200
84.92,Arabica,nucoffee,Brazil,sitio claro,NA,nucoffee,60,kg,10,south of minas,Ricardo Luiz Ferreira,Natural / Dry,NUCOFFEE,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Dry,8,8,7.75,8,7.5,7.75,10,10,10,7.92,0.12,0,0,Green,2,"December 2nd, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1000,1000,1000
84.83,Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,shi fang yuan 十方源,taiwan coffee laboratory,20,kg,10,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,Natural / Dry,Specialty Coffee Association,2016,"May 18th, 2016","Lin, Che-Hao Krude 林哲豪",Typica,Dry,7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,0,0,0,Green,0,"May 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,350,350,350
84.83,Arabica,kawacom uganda ltd,Uganda,mt.elgon bugisu shamba 2,kawacom,kawacom uganda ltd,60,kg,1,eastern,Sipi organic coffee project,Natural / Dry,Uganda Coffee Development Authority,2013,"June 30th, 2014",Kawacom Uganda LTD,SL14,Dry,7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,7.83,0.12,0,0,Green,1,"June 30th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1400,1900,1650
84.83,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,14,kona,NA,Natural / Dry,Specialty Coffee Association,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Dry,7.67,7.75,7.75,7.75,7.83,8,10,10,10,8.08,0,3,0,NA,15,"April 6th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,NA,NA,NA
84.75,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,matsuzawa coffee,matsuzawa coffee,50,kg,50,thailand,Matsuzawa Coffee,Pulped natural / honey,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",松澤宏樹 Koju Matsuzawa,Caturra,Other,7.75,7.75,7.75,7.75,8,7.75,10,10,10,8,0.12,0,0,Green,0,"June 27th, 2017",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,NA,NA,NA
84.75,Arabica,lydiah mwangi,Kenya,karatina,sagana,c dorman ltd,60,kg,150,nyeri,KARATINA,Washed / Wet,Kenya Coffee Traders Association,2014,"June 2nd, 2015",Lydiah Mwangi,SL34,Wet,7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,7.92,0.13,0,0,Green,0,"June 1st, 2016",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1800,1800,1800
84.75,Arabica,cadexsa,Honduras,cerro bueno,cadexsa,cadexsa,1,kg,275,marcala,Omar Acosta,Washed / Wet,Instituto Hondureño del Café,2014,"April 25th, 2014",CADEXSA,Catuai,Wet,7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,0.11,0,0,Green,4,"April 25th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450,1450,1450
84.67,Arabica,consejo salvadoreño del café,El Salvador,monterrey,j.j. borja nathan,cafetalera del pacifico,69,kg,150,apaneca,J.J. Borja Nathan,Washed / Wet,Salvadoran Coffee Council,2016,"June 26th, 2017",Consejo Salvadoreño del Café,Bourbon,Wet,7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,0,0,0,Blue-Green,2,"June 26th, 2018",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1350,1350,1350
