total_cup_points,species,country_of_origin,farm_name,mill,company,bag_weight_raw,bag_weight_unit,number_of_bags,region,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance
80.83,Arabica,United States (Hawaii),NA,NA,cqi,100,lbs,7,kona,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Wet,7.42,7.33,7,7.25,7.33,7.5
80.75,Arabica,Brazil,castelhana farm,NA,bourbon specialty coffees,60,kg,320,monte carmelo,2015/2016,"October 8th, 2015",BOURBON SPECIALTY COFFEES,NA,Dry,7.17,7.25,7.08,7.17,7.25,7.58
80.75,Arabica,Myanmar,myaing,NA,NA,2,kg,1,ywar ngan,2015,"July 17th, 2015",U Soe,Catuai,Wet,6.92,7.5,7,7.58,7.5,7.08
80.75,Arabica,Guatemala,finca los cerros y anexos,beneficio exportacafe agua santa,exportcafe,69,kg,275,huehuetenango,2015,"June 18th, 2015",Juan Luis Alvarado Romero,Caturra,Wet,7.5,7.33,7,7.42,7.17,7.17
80.75,Arabica,Nicaragua,cafetales santa matilde,beneficio san carlos,"comercial internacional exportadora, s.a.",69,kg,275,jinotega,2015,"May 28th, 2015","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Other,Wet,7.25,7.25,7.17,7.25,7.33,7.25
80.75,Arabica,Honduras,juan damaso,cigrah sps,cigrah s.a de c.v,1,kg,275,"siguatepeque, comayagua",2015,"May 25th, 2015",Bismarck Castro,Caturra,Dry,7.5,7.33,7,7.42,7.25,7.17
80.75,Arabica,Panama,elida estate,elida estate,essence coffee,60,kg,100,boquete,2014,"May 23rd, 2015",EssenceCoffee,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17
80.75,Arabica,Honduras,bethel,cadexsa,cadexsa,1,kg,275,marcala,2015,"May 22nd, 2015",CADEXSA,Catuai,Wet,7.42,7.17,7.08,7.42,7.25,7.25
80.75,Arabica,Honduras,los hicaques,cigrah,cigrah,1,kg,275,central region,2015,"March 11th, 2015",NA,Catuai,Dry,7.25,7.33,7.08,7.5,7.25,7.33
80.75,Arabica,Costa Rica,several,cafe altura de san ramon,the coffee source inc.,3,lbs,250,san ramon,2014,"April 11th, 2014",The Coffee Source Inc.,Caturra,Wet,7.33,7.33,7.25,7.25,7.17,7.17
80.75,Arabica,Mexico,san josé y el portillo,san josé y el portillo,NA,1,kg,30,oaxaca,2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Wet,7.58,7.33,7.42,7.25,7.5,7.5
80.75,Arabica,Haiti,2000 farms,utcam usine traitement cafe marmelade,haiti coffee,2,kg,1,haiti,2012,"May 22nd, 2012",Myriam Kaplan-Pasternak,Typica,Wet,7.42,7,7.42,7.25,7.08,7.33
80.75,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,2,lbs,3,kona,2011,"December 21st, 2011",Kona Pacific Farmers Cooperative,Arusha,Dry,7.08,7.33,7.17,7.25,7.33,7.67
80.67,Arabica,Taiwan,胖胖糖,hand peeled,宸嶧國際,1,kg,160,taiwan,2016,"August 12th, 2016",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33
80.67,Arabica,Indonesia,darmawi,surbakti / pt.olam indonesia,pt. olam indonesia,30,kg,200,sumatra brastagi,2015,"November 10th, 2015",Aulia Arif Syahri,Mandheling,Semi-washed,7.58,7.42,7,7.67,7.5,7.5
80.67,Arabica,Guatemala,finca medina,beneficio siembras vision (154),"siembras vision, s.a.",60,kg,150,antigua,2015/2016,"October 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Wet,7.67,7.42,6.83,7.17,7.42,7.17
80.67,Arabica,Costa Rica,gamboa,beneficio montañas del diamante,"ceca,s.a.",1,kg,240,tarrazu,2015,"February 27th, 2015","CECA, S.A.",Caturra,Wet,7.83,7.5,7.67,7.67,7.83,7.5
80.67,Arabica,Malawi,makoka valley estate,r.w.j. wallace ltd,r.w.j wallace ltd,60,kg,100,southern- zomba,2014,"November 4th, 2014",AFCA,Caturra,Wet,7.5,7.25,7.17,7.17,7.25,7.17
80.67,Arabica,Mexico,"el desmoronado, talpan de allende jalisco",corta pico balbino ramirez,cafe don balbino s.c. de r.l. de c.v.,1,kg,20,"el desmoronado, talpan de allende jalisco",2014,"October 23rd, 2014",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Wet,7.25,7.17,7.17,7.25,7.17,7.42
80.67,Arabica,Colombia,NA,trilladora agricola,ecom cca sa,70,kg,250,santander,2014,"April 14th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Dry,7.67,7.5,7.42,7.67,7.5,7.75
80.67,Arabica,Guatemala,santo tomas pachuj,humedo: finca santo tomas pachuj y seco: beneficio palinsa,"finca santo tomas pachuj, guatemala",69,kg,250,"san lucas toliman, solola",2013,"June 5th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.67,7.17,7,7.5,7,7
80.67,Arabica,Guatemala,chiquimulja / alpha cafe / senfro,NA,"unex guatemala, s.a.",1,kg,250,oriente,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7,7.33,7.5,7.33,7,7.33
80.67,Arabica,Guatemala,chiquimulja / alpha cafe / senfro,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7,7.5,7.33,7.17,7.17,7.17
80.58,Arabica,"Tanzania, United Republic Of",burka coffee estates,burka coffee estates,burka coffee estate,60,kg,10,arusha,2014,"January 6th, 2015",Burka Coffee Estate,Other,Wet,7.25,7.08,7.08,7.33,7.33,7.25
80.58,Arabica,Brazil,rio verde,ipanema coffees,ipanema coffees,2,kg,300,south of minas,2014/2015,"October 17th, 2014",Ipanema Coffees,Bourbon,Semi-washed,7.42,7.25,7.33,7,7.08,7.25
80.58,Arabica,Honduras,bsr,beneficio santa rosa s.a.,beneficio santa rosa s.a.,69,kg,275,occidental,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Wet,7.5,7.17,7,7.42,7.33,7
80.58,Arabica,Guatemala,finca el naranjal,beneficio exportacafe agua santa,exportcafe,69,kg,275,huehuetenango,2014,"January 28th, 2014",Juan Luis Alvarado Romero,Bourbon,Dry,7.17,7.42,6.83,7.5,7.17,7.25
80.5,Arabica,Taiwan,王秋金,non,王秋金,5,kg,20,taiwan,2017,"December 8th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,Other,Dry,7.17,7.17,7.17,7.42,7.17,7.25
80.5,Arabica,Guatemala,el guayabo,el guayabo,"peter schoelfeld, s.a",69,kg,275,santa rosa,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Caturra,Wet,7.33,7.25,7.08,7.17,7.25,7.17
80.5,Arabica,Honduras,la bendicion,en cortado beneficiado y secado por el productor,coffee planet corporation s.a,69,kg,15,ocotepeque,2017,"August 23rd, 2017",Janny Marlith Torres,Catuai,Wet,7.58,7.33,7,7.17,7.33,7.08
80.5,Arabica,Brazil,cachoeira da grama farm,internacional armazens gerais,bourbon specialty coffees,60,kg,300,vale da grama,2015/2016,"November 17th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed,7.25,7.33,7.17,7.5,7.33,7.25
80.5,Arabica,Myanmar,mixed,shwe yin mar,shwe yin mar coffee,2,kg,1,pyin oo lwin,2015,"July 17th, 2015",Shwe Yin Mar Coffee,Other,Wet,7.17,7.33,7.17,7.42,7.25,7.08
80.5,Arabica,Guatemala,various,las americas,outspan guatemala s.a.,69,kg,275,oriente,2014,"April 23rd, 2014",Juan Luis Alvarado Romero,Other,Wet,7.5,7.17,6.83,7.5,7.17,7.17
80.5,Arabica,Brazil,pereira estate coffee,carapina armazens gerais,exportadora de cafés carmo de minas ltda,60,kg,300,mantiqueira de minas,2013,"April 17th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed,7.42,7.42,7.08,7.33,7.67,7.5
80.5,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,10,kona,2013,"February 4th, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.42,7.33,7.33,7.58,7.58,7.42
80.5,Arabica,Guatemala,barranca de las flores,beneficio exportacafe agua santa,exportcafe,1,kg,250,huehuetenango,2013,"February 13th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.5,7,7.67,7.17,7
80.5,Arabica,Mexico,peña negra,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,18,zaragoza itundujia,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.25,7.25,7.08,7.33,7.25,7.17
80.42,Arabica,Taiwan,春風咖啡,春風咖啡,宸嶧國際,60,kg,10,南投國姓,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.58,7.17,7.17,7.17,7.17,7.17
80.42,Arabica,El Salvador,finca la fany,NA,lusso coffee lab,2,kg,2,"department of ahuachapan, municipality of apanecallamatepec mountain",2013,"April 26th, 2014",LUSSO LAB,Bourbon,Wet,7.33,7.17,7.08,7.08,7.33,7.17
80.42,Arabica,China,alicia's farm,alicia's farm,yunnan new century tech inc.,2,kg,1,yunnan,2013,"January 17th, 2014",Adam Ciruli Ye,Other,Wet,7.25,7.08,7.25,7.17,7.33,7.17
80.42,Arabica,Taiwan,guoxing farm coffee 國姓農場咖啡,guoxing farm coffee 國姓農場咖啡,blossom valley宸嶧國際,30,kg,10,nantou,2013/2014,"December 26th, 2013
","CQI Taiwan ICP CQI台灣合作夥伴
",Typica,Wet,7.25,7.25,7.17,7.25,7.25,7.25
80.42,Arabica,Mexico,copalita,amsa oaxaca,ecomtrading,1,kg,250,pochutla,2012,"September 4th, 2012",ALFREDO BOJALIL,Typica,Wet,6.92,7.17,7.08,7.5,7.33,7.17
80.42,Arabica,Mexico,NA,finca custepec,beneficio custepec s.a. de c.v.,1,kg,250,la concordia,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Wet,7.42,7.08,7.08,7.33,7.25,7.17
80.33,Arabica,"Tanzania, United Republic Of",delfina farm,NA,delfina farm,60,kg,10,mkuu rombo,2015/2016,"November 16th, 2015",Delfina Leon Shine,Bourbon,Wet,7.25,7.17,7,7.25,7.42,7.08
80.33,Arabica,"Tanzania, United Republic Of",kongoni estate,kongoni estate,kongoni estate,60,kg,1,arusha,2014,"December 18th, 2014",Kongoni Estate,Other,Wet,7.25,7.17,7.25,7.25,7.25,7.08
80.33,Arabica,Taiwan,tokoffee莊園,tokoffee莊園,blossom valley宸嶧國際,30,kg,10,taichung xinshe 台中市新社區,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25
80.33,Arabica,Guatemala,la castellana,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2013,"June 6th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.33,7.33,6.83,7.5,7,7.17
80.33,Arabica,Mexico,NA,"comunidad de sacún palma, municipio de chilón, chiapas",estrategias constructivas corzu s.a. de c.v.,1,kg,10,chilón,2012,"August 30th, 2012",MIGUEL CORTES MORENO,Typica,Semi-washed,7.25,7.08,7.08,7.33,7.33,7.17
80.33,Arabica,United States (Hawaii),NA,NA,cqi,100,lbs,10,kona,2012,"February 8th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Wet,7.17,7.5,6.92,7.33,7.67,7.33
80.25,Arabica,Brazil,são rafael_ ra/ras certified,copag - varginha - mg,volcafe ltda.,59,kg,440,cerrado - monte carmelo - minas gerais,2017 / 2018,"November 3rd, 2017",Volcafe Ltda. - Brasil,Catuai,Dry,7.17,7.33,7.42,7.08,7,7
80.25,Arabica,Honduras,las moras,cigrah s.a de c.v.,cigrah s.a de c.v,69,kg,275,comayagua,2016,"April 6th, 2017",Bismarck Castro,Caturra,Dry,7.25,7.25,7,7,7.42,7
80.25,Arabica,Mexico,cortapico,café don balbino,cafe don balbino s.c. de r.l. de c.v.,69,kg,60,sierra madre occidental,2016,"April 26th, 2016",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Caturra,Wet,7.25,7.17,7,7.33,7.33,7
80.25,Arabica,Myanmar,waylead farms,green beans,"waylead industrial co, ltd.",2,kg,2,"yauk sauk, shan state",2015,"August 27th, 2015",Bob McCauley,Other,Dry,8,7.08,7,7.33,7.08,6.92
80.25,Arabica,Myanmar,thein kone,NA,NA,2,kg,1,ywar ngan,2014,"July 17th, 2015",U Htun Htun,Catuai,Dry,7.42,7,7.08,7,7.17,7.33
80.25,Arabica,Nicaragua,finca el consuelo,"beneficio matagalpa coffee group, s.a.",zeas escobar y compañía limitada,69,kg,275,matagalpa,2015,"February 20th, 2015",Gloria Antonieta Escobar Urrutia,Caturra,Wet,7.08,6.92,7,7.25,7.5,7.25
80.25,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,2,kona,2014,"March 3rd, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.5,7.08,7.67,7.67,7.42,7.58
80.25,Arabica,Colombia,NA,NA,costco wholesale industries,2,kg,1,NA,2012,"January 8th, 2014",Honor dela Fuente,Typica,Wet,7.42,8,7.83,7.75,8.08,7.58
80.25,Arabica,Taiwan,weng hui ling 翁惠鈴,weng hui ling 翁惠鈴,blossom valley宸嶧國際,30,kg,5,chiayi fanlu嘉義縣番路鄉,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed,7.25,7.08,7.25,7.25,7.17,7.25
80.25,Arabica,Guatemala,several,ixchel,the coffee source inc.,1,kg,250,oriente,2012,"January 9th, 2013",The Coffee Source Inc.,Caturra,Wet,7,7.17,7.33,7.33,7,7.17
80.25,Arabica,Mexico,mirador,en coyula,NA,1,kg,10,"calnali, hidalgo",2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Wet,7.58,7.33,7.17,7.25,6.75,7
80.17,Arabica,Vietnam,apollo estate,yes,"sunvirtue co., ltd.",2,kg,1,dala,2017,"May 9th, 2017","Sunvirtue Co., Ltd.",Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33
80.17,Arabica,Nicaragua,los mesones,planta procesadora sebaco,exportadora atlantic s.a,2,kg,275,jinotega,2015,"April 24th, 2015","Exportadora Atlantic, S.A.",Caturra,Wet,7.17,7.08,7.08,7.33,7.25,7.08
80.17,Arabica,Honduras,cerro bueno,cadexsa,cadexsa,1,kg,275,marcala,2015,"January 26th, 2015",CADEXSA,Catuai,Wet,7.25,7.25,7,7.17,7.08,7.08
80.17,Arabica,Guatemala,el morito,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2013,"August 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.33,7.33,7,7.17,7.17,7.17
80.17,Arabica,Mexico,"la orduña, coatepec, veracruz",alcafe s.a. de c.v,café katsina,1,kg,20,coatepec,2012,"October 9th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Wet,7.33,7.08,6.92,7.42,7.25,7.08
80.17,Arabica,Mexico,el carrizo,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,15,zaragoza itundujia,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.58,7.42,7.33,7.5,7.08,7.17
80.17,Arabica,Mexico,el aguacate,cafes de naranjal s.a. de c.v.,cafes de naranjal s.a. de c.v,1,kg,15,veracruz,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Wet,7.33,7.33,7.17,7.08,7.25,7
80.17,Arabica,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2012,"May 24th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.33,7.33,7,7.33,7,7
80.08,Arabica,Brazil,NA,cafeco 3,carmo coffees,60,kg,440,mantiqueira de minas,2017 / 2018,"November 29th, 2017",Brayan Cunha Souza,Bourbon,Other,7.17,7.17,7,7.17,7.25,7.25
80.08,Arabica,Taiwan,好自在咖啡莊園,好自在咖啡莊園,宸嶧國際,60,kg,10,苗栗泰安,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.42,7.25,7.25,7.17,7,7
80.08,Arabica,Nicaragua,NA,NA,costco wholesale industries,5,lbs,1,NA,2013,"February 25th, 2014",Honor dela Fuente,NA,Dry,7.25,7.17,6.92,7.25,7.17,7.25
80.08,Arabica,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,sheng he shang pin coffee 聖荷上品咖啡坊,blossom valley宸嶧國際,30,kg,10,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.25,7.25,7.25,7.25,7.08,7
80.08,Arabica,Taiwan,a shu she coffee 阿束社咖啡莊園,a shu she coffee 阿束社咖啡莊園,blossom valley宸嶧國際,30,kg,10,changhua baguashan 彰化市八卦山,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.25,7.25,7.25,7,7.25,7.08
80.08,Arabica,Taiwan,wu kun shan coffee 吳焜山咖啡園,wu kun shan coffee 吳焜山咖啡園,blossom valley宸嶧國際,30,kg,10,changhua baguashan 彰化市八卦山,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Semi-washed,7.25,7.25,7.25,7.08,7.17,7.08
80.08,Arabica,Mexico,el tabaco,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,13,zaragoza itundujia,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.33,7.17,7.25,7.08,7.08,7.08
80.08,Arabica,Mexico,NA,NA,NA,1,kg,10,escuitla,2012,"August 30th, 2012",FEDERICO PACHECO PEREZ,Typica,Wet,7.25,7.08,7,7.17,7.33,7.17
80,Arabica,Nicaragua,santa matilde,beneficio san carlos,"comercial internacional exportadora, s.a.",69,kg,275,jinotega,2017,"June 13th, 2017","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Caturra,Wet,7.33,7.08,6.92,7.08,7.42,7.17
80,Arabica,Myanmar,doe kwin,ngu shwe li coffee estate,ngu shwe li coffee estate,2,kg,1,"doe kwin, pyin oo lwin",2015,"July 17th, 2015",Ngu Shwe Li,Other,Wet,7.17,7.33,7,7.42,7.17,7
80,Arabica,Mexico,various,productores de cafes especiales sc,globus coffee,2,kg,280,"sierra fraylesca, chiapas",2014,"May 1st, 2014",Kurt Kappeli,Typica,Wet,7.58,7.75,7.42,7.5,7.5,7.5
80,Arabica,Taiwan,zhang li hong coffee 張立宏咖啡莊園,zhang li hong coffee 張立宏咖啡莊園,blossom valley宸嶧國際,30,kg,10,changhua baguashan 彰化市八卦山,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Wet,7.25,7.25,7.25,7,7.25,7
80,Arabica,Thailand,doi tung development project,doi tung development project,doi tung development project,1,kg,2,thailand,2012,"May 29th, 2013",Doi Tung Development Project,NA,Wet,7.33,6.67,7.08,7.42,7.42,7.08
80,Arabica,Mexico,"la orduña, coatepec, veracruz",alcafe s.a. de c.v,NA,1,kg,20,coatepec,2012,"September 10th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Wet,7.25,7.25,7.08,7.17,7.33,7.33
80,Arabica,Mexico,"santa clara, california y camila",finca camila,NA,1,kg,256,san miguel del puerto,2012,"September 4th, 2012",SEMIRAMIS CASAS VELAZQUEZ,Other,Wet,7.08,7.33,7,7.33,7.08,7
79.92,Arabica,Colombia,NA,NA,federacion nacional de cafeteros,2,kg,275,huila,2015,"April 23rd, 2015",Federacion Nacional de Cafeteros,NA,Wet,7.83,7.67,7.58,7.75,7.83,7.17
79.92,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,kg,12,kona,2014,"May 12th, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.5,7,7,6.92,7.33,7.17
79.92,Arabica,Mexico,various,productores de cafes especiales sc,"finca triunfo verde, s.c.",1,kg,400,chiapas,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Wet,7.33,7.08,7.08,7.33,7.42,7.17
79.92,Arabica,Mexico,finca buenos aires,finca la fortuna,industrializadora de kaffee andes s.a. de c.v.,1,kg,10,"motozintla, chiapas",2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Wet,7.17,7.17,6.92,7.25,7.33,7.08
79.92,Arabica,Mexico,rancho san francisco iii,ecc beneficio veracruz,NA,1,kg,82,veracruz,2012,"August 30th, 2012",CHRISTINA DUSING,Bourbon,Wet,7.5,7.17,7,7.17,7.25,7.08
79.92,Arabica,Mexico,finca monte grande,"finca montegrande, jaltenango",NA,1,kg,250,jaltenango,2012,"July 26th, 2012",MONTEGRANDE,Catuai,Wet,7.17,7.08,7.08,7.08,7.5,7.33
79.92,Arabica,Mexico,finca la orduña,"finca la orduña, coatepec, ver.",NA,1,kg,100,coatepec,2012,"July 11th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Dry,7.33,7.25,7,7.42,7.17,7.17
79.92,Arabica,Mexico,finca huehuetecpan,"cosautlan de carvajal, veracruz, méxico",cafetalera la asunción s.a. de c.v.,1,kg,209,veracruz,2012,"July 11th, 2012",JESUS CARLOS CADENA VALDIVIA,Mundo Novo,Wet,7.17,7.33,7.08,7.58,7.33,7.08
79.83,Arabica,Kenya,yara estate / benvar estate,sasini mills / thika cofee mills,taylor winch (coffee) ltd,12000,kg,200,kiambu,2017,"August 25th, 2017",Kennedy Macharia,SL34,Wet,7,7.08,7,7.17,7.25,7.25
79.83,Arabica,Guatemala,piamonte,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,san marcos,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.33,7.25,6.92,7.33,7.25,7.33
79.83,Arabica,Nicaragua,asociación aldea global jinotega,beneficio soppexcca,asociación aldea global jinotega,2,kg,75,jinotega,2014,"March 30th, 2015",Asociación Aldea Global Jinotega,Caturra,Wet,6.83,7.17,7.17,6.92,7.5,7.08
79.83,Arabica,Mexico,la cuchilla,cafetalera la cuchilla,NA,1,kg,250,veracruz,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Wet,7.17,7.08,7,7.25,7.5,7
79.83,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,12,kona,2012,"April 5th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Dry,7.58,7.08,6.83,7.17,7.5,7.17
79.75,Arabica,Guatemala,la esperanza,beneficio ixchel,"unex guatemala, s.a.",69,kg,25,oriente,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7.42,7.25,7.58,7.33,7.42
79.75,Arabica,Taiwan,ka-vulungan coffee estate,ka-vulungan coffee estate,"red on tree co., ltd.",50,kg,28,"taiwu township , pingtung county 屏東縣泰武鄉",2014,"March 21st, 2015","Lin, Che-Hao Krude 林哲豪",Typica,Dry,7.75,7.33,7.17,7.33,7.67,7.83
79.75,Arabica,Taiwan,baijiada coffee farm佰加達咖啡莊園,baijiada coffee farm佰加達咖啡莊園,"red on tree co., ltd.",20,kg,50,"baihe dist., tainan city 臺南市白河區",2013,"July 28th, 2014","Lin, Che-Hao Krude 林哲豪",Typica,Wet,7.08,7.08,7.25,7,7.17,7.17
79.75,Arabica,Thailand,NA,doi tung development project,doi tung development project,1,kg,1,thailand,2013,"June 16th, 2014",Doi Tung Development Project,NA,Wet,7.25,7.08,6.92,7.5,7.08,6.92
79.75,Arabica,Peru,NA,NA,sustainable harvest,5,lbs,320,huanuco,2013,"January 23rd, 2014",Dane Loraas,NA,Wet,7,7.08,7,7.25,7.5,7.42
79.75,Arabica,Costa Rica,several,coopeagri,the coffee source inc.,2,kg,275,brunca,2013,"September 23rd, 2013",The Coffee Source Inc.,Catuai,Wet,7.58,7.5,7.67,7.75,7.67,7.58
79.75,Arabica,Mexico,union ramal santa cruz,union ramal santa cruz,union ramal santa cruz spr de ri,1,kg,310,"la concordia, chiapas",2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Wet,7.58,7.08,7,7,7.5,6.92
79.75,Arabica,Mexico,comonyaj noptic s de ss,NA,comon yaj noptic s. de ss,1,kg,275,chiapas,2013,"March 29th, 2013",LEONIDES DE LA CRUZ LOPEZ,Bourbon,Wet,7.58,7.08,6.92,7.58,7.5,6.92
79.75,Arabica,Mexico,various,productores de cafes especiales sc,"finca triunfo verde, s.c.",1,kg,380,chiapas,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Wet,7.25,7.08,7,7.17,7.17,7.08
79.75,Arabica,Mexico,peña negra,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,12,zaragoza itundujia,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Bourbon,Wet,7.25,7.17,7.17,7.08,7.17,7
79.75,Arabica,Mexico,el vergel,amsa oaxaca,ecomtrading,1,kg,250,pochutla,2012,"September 4th, 2012",ALFREDO BOJALIL,Typica,Wet,7.33,7.25,7,7.08,7.08,7
79.75,Arabica,Guatemala,genuine antigua medina,NA,lusso coffee lab,69,kg,275,antigua,2012,"July 23rd, 2012",LUSSO LAB,Bourbon,Wet,7.58,7.33,7.5,7.33,7,7.33
79.75,Arabica,Mexico,finca monte grande,NA,cafe montegrande,1,kg,36,tuxtla gutierrez,2012,"June 6th, 2012",MONTEGRANDE,Typica,Wet,7.25,6.83,6.92,7.08,7.25,7.08
79.67,Arabica,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",69,kg,25,oriente,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.42,7.42,7.25,7.58,7.42,7.33
79.67,Arabica,El Salvador,la montaña,sociedad cooperativa de cafetaleros de ciudad barrios de r.l.,consejo salvadoreño del café,69,kg,275,cacahuatique,2016,"March 23rd, 2017",Consejo Salvadoreño del Café,Bourbon,Wet,7.25,7.08,7,6.83,7.33,7.17
79.67,Arabica,Thailand,NA,doi tung development project,doi tung development project,1,kg,1,thailand,2013,"June 16th, 2014",Doi Tung Development Project,NA,Wet,6.92,7.17,6.83,7.42,7.17,7.08
79.67,Arabica,Guatemala,la castellana,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2013,"June 27th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7,6.83,7.08,7.08,7.17
79.67,Arabica,Mexico,union ramal santa cruz,union ramal santa cruz,union ramal santa cruz spr de ri,1,kg,310,"la concordia, chiapas",2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Wet,7.42,7.25,6.83,7.58,7.17,6.58
79.67,Arabica,Mexico,el encinal,en el progreso,NA,1,kg,10,"tenango de doria, hidalgo",2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Wet,7.33,7.17,7,6.75,7.08,7
79.67,Arabica,Mexico,consolapa,NA,ecomtrading,1,kg,253,"coatepec, coatepec",2012,"June 4th, 2012",ALFREDO BOJALIL,Mundo Novo,Wet,6.92,7.17,7.17,7.17,7.08,7.08
79.58,Arabica,Mexico,tepetzingo,monte blanco,cafetera el grande s.a. de c.v.,1,kg,50,tepetzingo,2012,"September 17th, 2012",OBED RENDON PONCE,Typica,Wet,7.08,7,6.92,7.33,7.25,7.08
